,,,,Irish Grid,,,,,
Limerick,6011,SPRINGFIELD CASTLE,110,135215,122385,52.343,-8.951,1994,
Limerick,310,SUGAR HILL,244,119400,132600,52.437,-9.185,1948,1963
Limerick,1310,TOURNAFULLA G.S.,160,122100,124500,52.367,-9.14,1943,1995
Clare,4011,ARDNACRUSHA_Gen.Stn.No.2,28,158520,161835,52.704,-8.609,1952,0
Clare,1521,BALLYVAUGHAN,15,123200,207600,53.108,-9.142,1960,1977
Clare,1618,BALLYVAUGHAN (CORKSCREW HILL),204,119700,201700,53.056,-9.192,1961,1979
Clare,1621,BALLYVAUGHAN (GRAGAN WEST),216,119800,202400,53.067,-9.192,1968,1970
Clare,1721,BALLYVAUGHAN (GREGAN'S CASTLE),64,120700,203500,53.072,-9.183,1968,1969
Clare,2321,BALLYVAUGHAN_Ballyconry,23,121735,208555,53.12,-9.168,1984,
Clare,1711,BROADFORD G.S.,34,157300,172900,52.803,-8.633,1943,1964
Clare,3411,CARRIGAHOLT G.S.,14,84300,151200,52.6,-9.705,1951,1983
Clare,1718,CARRON,145,127780,198525,53.026,-9.073,1974,
Clare,118,CARRON G.S.,150,127900,198900,53.035,-9.072,1943,1956
Clare,1518,CARRON N.S.,125,128100,199100,53.036,-9.07,1958,1972
Clare,917,CONNOLLY G.S.,94,120400,176000,52.824,-9.175,1951,1965
Clare,217,COORACLARE G.S.,29,103900,162500,52.703,-9.42,1943,1956
Clare,718,COROFIN,29,128220,189095,52.942,-9.068,1943,
Clare,2318,CORROFIN_(Soheen),61,128490,184060,52.902,-9.058,2001,
Clare,5911,CRAGGAUNOWEN,61,146685,173435,52.806,-8.788,1993,
Clare,2118,CRUSHEEN (CAHERPHUCA),37,139200,187500,52.934,-8.903,1993,2006
Clare,818,CRUSHEEN G.S.,34,139500,187900,52.937,-8.9,1943,1990
Clare,2618,CRUSHEEN_(Ballinruan),177,144850,187075,52.926,-8.819,2014,
Clare,2518,CRUSHEEN_(Cloonawillin),46,139960,183120,52.891,-8.889,2007,
Clare,1117,DOO-LOUGH,84,110720,173015,52.801,-9.321,1982,
Clare,117,DOOLIN G.S.,11,107200,196800,53.008,-9.383,1943,1952
Clare,1217,DOONBEG,12,97700,165600,52.726,-9.508,1984,2001
Clare,1917,DOONBEG (MCGRATH'S POINT),11,96900,166900,52.739,-9.523,1999,2000
Clare,717,DOONBEG G.S.,12,97500,165500,52.725,-9.517,1951,1982
Clare,418,DROMOLAND CASTLE,12,139100,170195,52.774,-8.902,1923,
Clare,2418,DROMOLAND GOLF CLUB,72,139400,170500,52.776,-8.892,2005,2010
Clare,218,ENNIS CAPPALEA,113,127000,177000,52.837,-9.083,1945,1953
Clare,618,ENNIS G.S.,6,133900,177800,52.842,-8.975,1943,1985
Clare,1118,ENNIS GORTNAGANNIV,67,127200,174800,52.818,-9.075,1943,1962
Clare,318,ENNIS KNOCKATUNNA,128,124900,171800,52.788,-9.108,1945,1953
Clare,1517,ENNISTYMON,58,113200,188900,52.939,-9.288,1985,1985
Clare,1717,ENNISTYMON_(Ballymacraven),57,113945,190220,52.954,-9.275,1987,2001
Clare,2217,ENNISTYMON_(Deerpark),46,113525,188470,52.937,-9.285,2001,
Clare,221,FANORE G.S.,34,114700,208700,53.12,-9.272,1952,1962
Clare,719,FEAKLE FLAGMOUNT,179,157500,192700,52.983,-8.633,1940,1943
Clare,2419,FEAKLE G.S.,98,156100,186200,52.922,-8.652,1943,1970
Clare,417,INAGH-Mt.Callan,122,116600,177415,52.838,-9.236,1897,
Clare,6611,KILBANE_(Clongaheen),61,160830,172980,52.804,-8.576,2014,
Clare,1511,KILDYSART G.S.,36,125200,158800,52.672,-9.103,1943,1985
Clare,6711,KILDYSART_(Cappanavarnogue),36,124440,157055,52.656,-9.117,2014,
Clare,918,KILFENORA G.S.,65,118100,193800,52.987,-9.218,1943,1969
Clare,517,KILKEE G.S.,11,89000,160100,52.675,-9.638,1943,2013
Clare,2117,KILKEE-(Moveen),30,85930,155935,52.639,-9.685,2013,
Clare,6019,KILLALOE DOCKS,40,169785,173265,52.806,-8.443,1983,
Clare,5119,KILLALOE O.P.W.,40,170400,172700,52.803,-8.437,1957,1983
Clare,1818,KILMALEY A.F.T.,98,121500,175900,52.824,-9.159,1983,2010
Clare,1017,KILMIHIL (VOC.SCH.),79,110700,164600,52.722,-9.32,1966,1969
Clare,1317,KILMIHIL_(Shyan),96,107980,165270,52.725,-9.358,1984,
Clare,3911,KILRUSH (DIST.HOSP.),24,99600,155500,52.638,-9.483,1952,1974
Clare,5211,KILRUSH BALLYNOTE WEST,27,100500,153800,52.622,-9.469,1984,2000
Clare,911,KNOCK G.S.,9,109700,153800,52.623,-9.333,1943,1961
Clare,3511,LABASHEEDA G.S.,9,115500,153100,52.62,-9.242,1951,1989
Clare,817,LAHINCH G.S.,8,109600,187600,52.926,-9.34,1951,1984
Clare,5480,LH_LOOP_HEAD,70,69000,147300,52.557,-9.926,2000,
Clare,1018,LISACASEY G.S.,81,122200,166500,52.74,-9.152,1943,1988
Clare,1617,LISDOONVARNA (CAHERMACNAGHTEN),175,119600,199900,53.039,-9.192,1985,2005
Clare,2921,LISDOONVARNA_(Treatment-Plant),80,112140,197810,53.021,-9.306,2005,
Clare,9917,M.MOUNT CALLAN I,343,114800,177500,52.838,-9.259,1982,2002
Clare,617,MILTOWN MALBAY G.S.,55,106100,179800,52.857,-9.39,1943,1984
Clare,5311,MONEYPOINT E.S.B.,20,103065,152070,52.607,-9.426,1986,0
Clare,2519,MOUNTSHANNON G.S.,34,171200,186900,52.926,-8.423,1943,1989
Clare,1417,MULLAGH_Carrowlagan,56,105540,172755,52.792,-9.401,1984,
Clare,121,NEW QUAY G.S.,7,126800,212500,53.155,-9.09,1943,1952
Clare,1918,NEWMARKET-ON-FERGUS LATOON,15,138000,171100,52.786,-8.918,1984,1999
Clare,2218,NEWMARKET-ON-FERGUS_(Langough),30,139780,169680,52.772,-8.889,2001,
Clare,2017,QUILTY,15,101580,174770,52.809,-9.456,1999,
Clare,1817,QUILTY (SEAFIELD),9,100500,174100,52.805,-9.472,1992,1999
Clare,317,QUILTY G.S.,15,101900,174800,52.809,-9.453,1951,1961
Clare,1418,QUIN G.S.,26,141600,174500,52.817,-8.867,1951,1987
Clare,4519,SCARIFF G.S.,46,163900,184000,52.903,-8.535,1951,1999
Clare,6819,SCARRIFF_(Fossabeg),50,163685,185030,52.909,-8.538,1999,
Clare,1611,SIXMILEBRIDGE G.S.,14,147700,165900,52.738,-8.772,1943,1972
Clare,518,Shannon_Airport,15,137900,160300,52.687,-8.917,1937,
Clare,819,TUAMGRANEY (RAHEEN HSE.),51,165600,183000,52.892,-8.507,1924,1964
Clare,5519,TUAMGRANEY (RAHEEN NURSERIES),82,165800,182400,52.888,-8.505,1960,1960
Clare,1218,TULLA,57,148865,179955,52.868,-8.756,1943,
Wexford,1716,ARDAMINE HOUSE (MIDDLETOWN HSE),72,319300,155000,52.633,-6.236,2007,2013
Wexford,208,BALDWINSTOWN G.S.,15,296700,110200,52.234,-6.584,1949,1994
Wexford,308,BALLYCULLANE G.S.,61,279200,114600,52.273,-6.837,1949,1984
Wexford,5115,BALLYMURN (TILHILL),61,307000,133600,52.439,-6.422,1994,1997
Wexford,3314,BALLYWILLIAM G.S.,75,277600,133800,52.45,-6.855,1946,1984
Wexford,1108,BANNOW,15,282940,107270,52.207,-6.786,1997,
Wexford,616,BLACKWATER G.S.,30,312300,134000,52.441,-6.342,1949,1988
Wexford,4615,BOOLAVOGUE-Knockavocca,73,305075,146205,52.555,-6.451,1987,
Wexford,1915,BUNCLODY G.S.,30,291400,156900,52.653,-6.642,1949,1972
Wexford,4215,BUNCLODY-Corragh,116,294340,159855,52.676,-6.604,1984,
Wexford,1116,CAHORE (KILMICHAEL HOUSE),30,321350,147150,52.558,-6.207,1984,
Wexford,4915,CAIM (MONGLASS),61,291000,141300,52.509,-6.656,1992,2000
Wexford,3114,CAMPILE G.S.,8,272400,115600,52.286,-6.937,1946,1988
Wexford,3815,CARNE(CHURCHTOWN),6,312800,105400,52.187,-6.35,1977,1990
Wexford,3615,CARNSORE POINT,12,312100,104100,52.173,-6.357,1975,1976
Wexford,608,CARRICKBYRNE G.S.,85,284300,124100,52.358,-6.758,1949,1990
Wexford,3915,CASTLEBRIDGE (BALLYBOGGAN),34,304600,127400,52.386,-6.458,1983,1990
Wexford,5215,CASTLEBRIDGE (SEWAGE WORKS),9,305160,126766,52.376,-6.454,1994,2016
Wexford,1415,CASTLEBRIDGE G.S.,15,305300,127000,52.384,-6.452,1949,1988
Wexford,5715,CASTLEBRIDGE-BallybogganLower,36,304560,127480,52.387,-6.459,2016,
Wexford,808,CHURCHTOWN,20,273800,98500,52.133,-6.92,1970,1972
Wexford,716,CLONEVAN G.S.,29,319700,146700,52.555,-6.234,1949,1971
Wexford,3015,CLONROCHE,116,285300,132000,52.433,-6.741,1963,2003
Wexford,5415,CLONROCHE (KNOXTOWN),117,282385,133120,52.44,-6.787,2003,
Wexford,1515,CLONROCHE G.S.,91,287300,133900,52.45,-6.709,1949,1975
Wexford,1616,COOLGREANEY_StMartins,67,318670,169785,52.76,-6.239,2003,
Wexford,416,COOLGREANY G.S.,55,318900,169200,52.757,-6.237,1949,1970
Wexford,916,COURTOWN HARBOUR G.S.,17,319600,156000,52.638,-6.233,1952,1984
Wexford,908,DUNCANNON,34,274370,107579,52.209,-6.908,1994,
Wexford,708,DUNCANNON G.S.,24,273300,108200,52.219,-6.923,1949,1994
Wexford,1015,ENNISCORTHY (VOC.SCH.),30,297100,139700,52.5,-6.568,1949,1988
Wexford,2715,ENNISCORTHY (WOODBROOK),113,285700,144900,52.542,-6.735,1940,1997
Wexford,4015,ENNISCORTHY-Brownswood,18,297870,135550,52.458,-6.557,1983,
Wexford,2315,FERNS,64,301500,150000,52.588,-6.501,1950,1984
Wexford,4315,FERNS II,64,301500,150100,52.589,-6.501,1985,1988
Wexford,4715,FERNS III,61,298245,154480,52.626,-6.543,1988,
Wexford,408,FETHARD ON SEA G.S.,9,279400,104900,52.187,-6.837,1949,1956
Wexford,108,FOULKESMILL-(Longraigue),71,284185,118335,52.306,-6.76,1873,
Wexford,5615,GLYNN-Bulgan,67,295460,125206,52.369,-6.593,2013,
Wexford,116,GOREY (COURTOWN HSE.),16,319800,157200,52.652,-6.224,1866,1958
Wexford,1316,GOREY (KNOCKMULLEN),38,315600,157400,52.653,-6.288,1990,1997
Wexford,216,GOREY (RAM'S GATE),54,315000,158900,52.668,-6.3,1930,1957
Wexford,1216,GOREY (TREATMENT WORKS),40,315900,158800,52.667,-6.285,1985,2010
Wexford,816,GOREY G.S.,59,315200,159600,52.672,-6.292,1951,1985
Wexford,1816,GOREY-GardenCity,43,315800,160345,52.676,-6.286,2010,
Wexford,315,HOLLYFORT G.S.,143,311700,164000,52.709,-6.342,1949,1963
Wexford,285,JFK_Park,70,272282,118921,52.317,-6.938,2017,
Wexford,4514,JOHN F. KENNEDY PARK,70,272282,118921,52.317,-6.938,1965,
Wexford,915,JOHNSTOWN CASTLE,49,302300,116600,52.288,-6.5,1914,2009
Wexford,475,JohnstownCastle,52,302300,116600,52.288,-6.5,2003,
Wexford,1775,JohnstownII,62,302631,117200,52.292,-6.491,2009,
Wexford,1516,KILDERMOT,53,320800,161200,52.686,-6.208,1997,2006
Wexford,215,KILLURIN G.S.,41,296900,126500,52.376,-6.572,1949,1962
Wexford,508,KILMORE QUAY G.S.,18,297000,103800,52.173,-6.576,1949,1983
Wexford,1016,KILMUCKRIDGE (MORRISCASTLE),15,319300,141700,52.508,-6.239,1953,1978
Wexford,316,KILMUCKRIDGE (UPTON HYDRO),52,316700,142000,52.517,-6.275,1940,1955
Wexford,715,KILTEALY,146,285000,146700,52.559,-6.741,1950,1960
Wexford,4115,KILTEALY-Askinvillar,137,284340,145415,52.553,-6.754,1984,
Wexford,5515,Killanne-Corrageen,276,281413,141938,52.52,-6.801,2012,2014
Wexford,5280,LH_HOOK_HEAD,35,273300,97400,52.121,-6.924,2000,
Wexford,5380,LH_TUSKAR,10,322500,107200,52.202,-6.205,2000,
Wexford,9815,M.BLACKSTAIRS MOUNTAIN,572,281600,144700,52.542,-6.791,1984,1990
Wexford,1416,MONAMOLIN,91,311565,145675,52.551,-6.354,1994,
Wexford,4114,NEW ROSS (ALBATROS FERTILIZERS L,14,271100,127200,52.388,-6.953,1959,1982
Wexford,3214,NEW ROSS (TRANS.STN.),58,273000,128100,52.4,-6.923,1946,1970
Wexford,5714,NEW ROSS W.W.,64,272377,128304,52.401,-6.936,1985,
Wexford,1308,OLD_ROSS-Dunanore,93,278470,127515,52.39,-6.842,1998,
Wexford,516,OULART G.S.,98,309300,140300,52.502,-6.387,1949,1984
Wexford,1115,OYLEGATE G.S.,67,300000,131200,52.421,-6.524,1949,1983
Wexford,5315,RATHASPICK,88,301800,118100,52.303,-6.504,1996,1998
Wexford,1215,ROSSLARE PIER G.S.,15,313300,112400,52.251,-6.337,1949,1970
Wexford,2615,Rosslare,26,313700,112200,52.25,-6.334,1956,2008
Wexford,1008,TACUMSHANE,24,307662,107570,52.206,-6.422,1997,2015
Wexford,1208,TAGHMON-Kilgarvan,58,288780,122895,52.351,-6.692,1998,
Wexford,1315,WEXFORD (CO.HALL),15,304400,122200,52.338,-6.467,1949,1967
Wexford,2915,WEXFORD (COOLREE RESV.),82,301100,120300,52.322,-6.517,1961,1973
Wexford,3215,WEXFORD (MUNICIPAL BLDGS.),34,304100,121900,52.337,-6.47,1967,1983
Wexford,2815,WEXFORD (NEWBAY HSE.),82,301300,120600,52.323,-6.508,1959,1994
Wexford,4815,WEXFORD WILDFOWL RESERVE,1,307668,123964,52.354,-6.419,1992,
Wexford,3415,WEXFORD-Newtown_WW,58,302213,122090,52.338,-6.501,1974,
Wexford,185,WEXFORD_WILDFOWL_RESERVE,1,307668,123964,52.354,-6.419,2017,
Kilkenny,2913,BALLYHALE G.S.,55,254300,135300,52.467,-7.201,1946,1990
Kilkenny,2013,BALLYRAGGET G.S.,76,245200,171100,52.787,-7.325,1946,1984
Kilkenny,2213,BENNETTSBRIDGE G.S.,37,255300,149100,52.587,-7.183,1946,1993
Kilkenny,4313,CALLAN (GREEN STREET),73,241400,143500,52.538,-7.387,1984,1990
Kilkenny,4813,CALLAN (MALLARDSTOWN),70,244100,142300,52.525,-7.35,1990,2013
Kilkenny,4113,CALLAN (MOONARCHE),79,239315,142660,52.534,-7.419,1978,
Kilkenny,2313,CALLAN (ST.AUGUSTINE ST.),72,241700,143500,52.538,-7.384,1946,1984
Kilkenny,713,CASTLECOMER HSE.,118,253800,172700,52.802,-7.202,1909,1964
Kilkenny,2314,CASTLEWARREN (NAT.SCH.),215,260500,160100,52.687,-7.103,1944,1963
Kilkenny,5214,COOLGREANY CASTLEWARREN,262,259600,162300,52.705,-7.118,1982,
Kilkenny,4013,COON,178,259600,170600,52.783,-7.117,1975,2015
Kilkenny,3913,COON (HILL VIEW HSE.),158,259400,170200,52.774,-7.118,1970,1975
Kilkenny,1113,COON (VOC.SCH.),178,259600,170600,52.783,-7.117,1944,1970
Kilkenny,2113,CORBETSTOWN G.S.,84,250500,165900,52.738,-7.252,1946,1983
Kilkenny,413,CUFFESGRANGE G.S.,78,247200,150100,52.6,-7.302,1944,1957
Kilkenny,5013,DUNGARVAN (CASTLEFIELD),75,259775,148875,52.586,-7.118,1993,
Kilkenny,813,"FRESHFORD (ST.JOSEPH,S COLL.)",85,240200,163900,52.722,-7.403,1939,1968
Kilkenny,914,GLENMORE (RAILWAY STN),30,267700,121000,52.335,-7.004,1946,1954
Kilkenny,1114,GLENMORE (RATHINURE),43,267200,120300,52.325,-7.008,1954,1954
Kilkenny,6514,GOWRAN,55,263025,153325,52.623,-7.069,1994,
Kilkenny,6814,GRAIGUENAMANAGH-Ballyogan_House,30,272040,140270,52.506,-6.937,2001,
Kilkenny,2613,INISTIOGE G.S.,20,264400,137500,52.484,-7.051,1946,1984
Kilkenny,3013,JOHNSTOWN G.S.,137,230200,166200,52.741,-7.552,1950,1985
Kilkenny,1313,KILKENNY (CO.HOSP.),64,250000,157100,52.658,-7.257,1945,1967
Kilkenny,5413,KILKENNY (CRAMER'S GROVE),85,252700,160900,52.691,-7.219,2001,2002
Kilkenny,4513,KILKENNY (LAVISTOWN HOUSE II),52,254320,154270,52.636,-7.192,1984,
Kilkenny,3813,KILKENNY (LAVISTOWN HSE.),58,254300,154200,52.635,-7.192,1962,1973
Kilkenny,1213,KILKENNY G.S.,56,250000,156300,52.653,-7.257,1944,1973
Kilkenny,5613,KILKENNY_Greenshill,61,250500,156900,52.657,-7.253,2010,
Kilkenny,4312,KILMACOW G.S.,9,257000,117100,52.302,-7.158,1950,1984
Kilkenny,2713,KILMOGANNY G.S.,73,245600,134500,52.456,-7.324,1946,1980
Kilkenny,3613,Kilkenny,65,249400,157400,52.659,-7.268,1957,2008
Kilkenny,9813,M.THOMASTOWN FOREST,247,266300,142700,52.526,-7.02,1995,2012
Kilkenny,7912,MOONCOIN (CLONMORE),15,249100,117000,52.301,-7.275,1993,1994
Kilkenny,5212,MOONCOIN (SILVERSPRING),15,250800,118600,52.317,-7.253,1960,1993
Kilkenny,2312,MOONCOIN (VOC.SCH.),53,251000,115800,52.288,-7.252,1939,1994
Kilkenny,6912,MULLINAVAT (GLENDONNELL),94,257500,123800,52.358,-7.154,1984,
Kilkenny,4212,MULLINAVAT G.S.,56,256400,123900,52.358,-7.17,1946,1984
Kilkenny,9612,MULLINAVAT_Garrygaug,115,252485,125530,52.374,-7.224,2015,
Kilkenny,5514,PAULSTOWN (SHANKILL CASTLE),63,266425,160090,52.686,-7.018,1984,
Kilkenny,4714,PAULSTOWN CASTLE,52,266000,157300,52.658,-7.022,1966,1994
Kilkenny,1512,PILTOWN (KILDALTON ABBEY),18,246900,122900,52.353,-7.307,1876,1971
Kilkenny,5912,PILTOWN (KILDALTON AGR.COLL.),18,247700,122400,52.351,-7.3,1971,
Kilkenny,3113,RAILYARD G.S.,148,256100,176800,52.837,-7.167,1950,1969
Kilkenny,2413,STONEYFORD G.S.,46,252400,143000,52.535,-7.223,1946,1984
Kilkenny,812,TEMPLEORUM G.S.,124,247800,125700,52.375,-7.292,1943,1955
Kilkenny,2513,THOMASTOWN (KILMURRY HSE.),49,260100,144000,52.54,-7.108,1946,1978
Kilkenny,4913,THOMASTOWN (MT. JULIET),49,254900,141500,52.52,-7.188,1990,
Kilkenny,4413,TULLAROAN (BALLYBEAGH),299,233300,157800,52.669,-7.505,1984,
Kilkenny,513,TULLAROAN G.S.,142,238000,156800,52.657,-7.437,1944,1957
Kilkenny,2813,TULLOGHER G.S.,128,262800,128900,52.405,-7.072,1946,1970
Kilkenny,1913,URLINGFORD G.S.,122,228300,163500,52.72,-7.575,1946,1984
Wicklow,2220,ANNAMOE (GLENDALOUGH HOUSE),210,316400,200400,53.038,-6.258,1989,1993
Wicklow,3324,ARKLOW (BALLYRICHARD HOUSE),70,326035,177500,52.834,-6.125,1984,
Wicklow,2720,ARKLOW (COOLADANGAN HOUSE),61,322400,171300,52.774,-6.185,2001,2003
Wicklow,1220,ARKLOW (SHELTON ABBEY),15,322100,175300,52.809,-6.187,1957,1981
Wicklow,1920,ARKLOW FERRYBANK,5,325100,173600,52.793,-6.14,1981,1985
Wicklow,1020,ARKLOW W.W.,34,322128,173028,52.79,-6.187,1949,2015
Wicklow,3924,ASHFORD (CRONYKEERY),15,329195,198845,53.022,-6.072,2001,
Wicklow,3124,ASHFORD (GLANMORE GARDENS),110,324708,198479,53.02,-6.139,1984,
Wicklow,120,AUGHAVANNAGH (FOR.STN.),238,307200,185400,52.905,-6.404,1951,1961
Wicklow,1320,AUGHRIM (BALLYTEIGE),183,307000,184700,52.902,-6.406,1961,1962
Wicklow,920,AUGHRIM G.S.,75,312900,179800,52.854,-6.321,1949,1994
Wicklow,2820,AUGHRIM-Killacloran,50,314530,178940,52.843,-6.301,2015,
Wicklow,1720,AVOCA (COPPER MINES),46,319700,181600,52.87,-6.22,1971,1983
Wicklow,720,BALLINASTOE,396,318800,207900,53.105,-6.222,1948,1982
Wicklow,2924,BALLYMAN BRAY,171,323300,219900,53.209,-6.153,1979,2001
Wicklow,3824,BALLYNAHINCH,287,322781,204554,53.073,-6.168,1998,
Wicklow,3715,BALTINGLASS G.S.,122,286700,188200,52.936,-6.706,1976,1988
Wicklow,1324,BARNDARRIG G.S.,41,327000,186500,52.908,-6.107,1949,1969
Wicklow,8623,BLESSINGTON (HEMPSTOWN),213,300015,217447,53.192,-6.503,1990,
Wicklow,5023,BLESSINGTON G.S.,206,298000,214200,53.168,-6.534,1949,1990
Wicklow,2524,BRAY (AVOCA AVE.),30,327000,217700,53.19,-6.1,1978,1994
Wicklow,1424,BRAY G.S.,17,326500,218600,53.202,-6.104,1949,1994
Wicklow,1615,CARNEW (VOC.SCH.),99,301200,163300,52.707,-6.502,1949,1993
Wicklow,5015,CARNEW-Cronyhorn,76,300587,163845,52.717,-6.507,1993,
Wicklow,3123,CURROUGH NO.1,296,297800,199700,53.037,-6.538,1937,1968
Wicklow,3024,DEERPARK POWERSCOURT,381,318700,212200,53.141,-6.222,1982,1984
Wicklow,1724,DELGANY (GOODBROOK),91,327900,212100,53.14,-6.087,1955,1970
Wicklow,1715,DONARD G.S.,183,293000,197700,53.02,-6.608,1949,1984
Wicklow,4124,Druids_Glen_Golf_Course,55,328500,206715,53.091,-6.076,2013,
Wicklow,2224,ENNISKERRY (BALLYBREW),201,319500,219200,53.206,-6.207,1975,1983
Wicklow,2424,ENNISKERRY (BALLYMAN HSE.),107,323600,219000,53.204,-6.15,1976,1979
Wicklow,524,ENNISKERRY (BALLYORNEY),116,322600,214500,53.167,-6.167,1938,1945
Wicklow,2324,ENNISKERRY (KILMALIN),274,320010,217545,53.19,-6.203,1975,2014
Wicklow,2415,GLEN IMAAL (FOR.STN.),213,297915,194835,52.991,-6.539,1951,
Wicklow,3223,GLENBRIDE LODGE,363,303700,204100,53.074,-6.452,1937,
Wicklow,3424,GLENCREE (AURORA),305,314300,217300,53.19,-6.287,1984,1997
Wicklow,2320,GLENDALOUGH,152,312500,197000,53.007,-6.321,1993,1999
Wicklow,320,GLENDALOUGH (FOR.STN.),151,311100,196100,53.003,-6.34,1951,1955
Wicklow,420,GLENDALOUGH FOR.(LARAGH),149,314500,196500,53.004,-6.29,1956,1957
Wicklow,2824,GLENEALY (KILMACURRAGH PARK),122,324471,188065,52.924,-6.143,1981,
Wicklow,1420,GLENMACNASS,238,311790,202275,53.056,-6.333,1965,
Wicklow,220,GLENMALURE (FOR.STN.),133,310900,190700,52.953,-6.35,1951,1953
Wicklow,1120,GLENMALURE FOR.(KIRIKEE),125,312400,189500,52.94,-6.323,1953,1971
Wicklow,123,GRANABEG,240,300600,201000,53.05,-6.5,1937,1938
Wicklow,6614,GRANGE CON,157,285400,195500,53.002,-6.723,1995,2003
Wicklow,3724,GREYSTONES (CHARLESLAND G.C.),14,330200,210800,53.125,-6.053,1992,2001
Wicklow,724,GREYSTONES (INGLEFIELD),0,329300,211700,53.137,-6.067,1952,1956
Wicklow,424,GREYSTONES (MT.OFFALY),32,329500,212200,53.14,-6.058,1928,1950
Wicklow,5123,HOLLYWOOD G.S.,165,293700,207000,53.103,-6.601,1949,1983
Wicklow,4024,KILBRIDE-TOGHER,72,327687,184162,52.889,-6.102,2004,
Wicklow,2624,KILCOOLE,44,329500,208200,53.105,-6.059,1979,1981
Wicklow,3624,KILCOOLE (TREATMENT PLANT),9,330707,207468,53.101,-6.043,1985,
Wicklow,415,KILTEGAN G.S.,152,293800,184800,52.903,-6.603,1949,1956
Wicklow,6123,KIPPURE (T.V.TRANS.STN.),750,311600,215400,53.173,-6.325,1962,1968
Wicklow,2620,LARAGH (TROOPERSTOWN),162,315800,197000,53.007,-6.272,1999,2004
Wicklow,1924,LOUGH BRAY COTTAGE,366,314000,216400,53.185,-6.29,1962,1979
Wicklow,620,LOUGH DAN,213,315800,201900,53.053,-6.27,1948,1973
Wicklow,1820,LOUGH DAN (OLDBRIDGE),232,315700,201600,53.052,-6.272,1975,1997
Wicklow,1620,LOUGH NAHANAGAN,425,308400,199100,53.026,-6.384,1965,1995
Wicklow,2120,LOUGH TAY,271,315900,208400,53.108,-6.268,1981,1982
Wicklow,2020,LUGGALA GATE LODGE,314,316500,206900,53.1,-6.257,1981,1984
Wicklow,9620,M.AUGHAVANNAGH(SLIEVEMAAN FOR),472,308400,187500,52.923,-6.386,1964,1966
Wicklow,8820,M.AUGHRIM (CARRICKASHANE),439,308400,186000,52.908,-6.387,1953,1962
Wicklow,8920,M.AUGHRIM (MUCKLAGH FOR.),475,307600,186100,52.909,-6.4,1952,1953
Wicklow,18723,M.BALLINAGEE,305,304100,202100,53.056,-6.442,1971,1993
Wicklow,19023,M.BALLINATONA,297,305300,213300,53.158,-6.422,1937,
Wicklow,19123,M.BROCKEY LODGE,305,309400,213200,53.155,-6.358,1937,1993
Wicklow,19223,M.CURROUGH NO.2,503,299000,197500,53.018,-6.522,1937,1967
Wicklow,18823,M.CURROUGH NO.2A,488,297000,200000,53.038,-6.553,1967,1997
Wicklow,9020,M.DJOUCE MTN.,710,317900,210300,53.125,-6.237,1948,1978
Wicklow,9220,M.DUFF HILL,701,308700,207200,53.103,-6.372,1948,
Wicklow,9915,M.GLEN IMAAL(BALLINABARNY FOR),421,297100,190200,52.953,-6.553,1952,1964
Wicklow,9320,M.GLENDALOUGH (LUGDUFF FOR.),451,311000,194200,52.986,-6.342,1952,1997
Wicklow,9420,M.GLENMALURE (CLOGHERNAGH FOR.),436,309100,190500,52.953,-6.372,1952,
Wicklow,18523,M.LIFFEY HEAD,541,313800,212600,53.151,-6.292,1995,2007
Wicklow,9924,M.LOUGH BRAY (LOWER),375,313300,216400,53.185,-6.303,1937,1962
Wicklow,9120,M.LOUGH DAN (SCAR MTN.),610,313300,201700,53.053,-6.306,1948,1997
Wicklow,9820,M.LOUGH OULER,457,309693,202757,53.059,-6.359,1965,
Wicklow,19323,M.MOANBANE NO.1,500,303300,204700,53.083,-6.455,1937,
Wicklow,19423,M.MOANBANE NO.2,643,302900,206000,53.09,-6.458,1937,1999
Wicklow,19523,M.MOANBANE NO.4,354,304400,205100,53.085,-6.438,1937,
Wicklow,8720,M.MULLAGHCLEEVAUN,610,309400,207000,53.102,-6.367,1983,
Wicklow,19623,M.OAKWOOD,287,302800,201300,53.052,-6.467,1937,1967
Wicklow,18923,M.OAKWOOD NO.2,259,302900,201800,53.054,-6.459,1967,1971
Wicklow,9520,M.RATHDRUM (BALLINTOMBAY FOR.),384,314400,190200,52.951,-6.291,1952,
Wicklow,19723,M.SALLY GAP,462,312600,211100,53.137,-6.317,1937,
Wicklow,18623,M.SORREL PASS(NO.2),472,304600,211000,53.137,-6.436,1976,1993
Wicklow,19823,M.SORRELL PASS,427,304800,211000,53.137,-6.433,1937,1976
Wicklow,19923,M.WICKLOW GAP,415,306700,200500,53.04,-6.405,1937,2007
Wicklow,323,MANOR KILBRIDE,229,304700,217800,53.2,-6.433,1937,1943
Wicklow,820,MONEYSTOWN,207,319080,197151,53.007,-6.223,1948,
Wicklow,224,NEWCASTLE (SAN.),78,327700,204700,53.073,-6.09,1897,1953
Wicklow,2724,NEWTOWNMOUNTKENNEDY FOREST LAB.,91,326408,206875,53.092,-6.108,1981,
Wicklow,2420,OLDBRIDGE (OAKVIEW),335,315627,201562,53.052,-6.272,1997,
Wicklow,520,RATHDRUM (AVONDALE),131,319700,186000,52.907,-6.219,1908,1989
Wicklow,824,RATHNEW (BALLINA PARK),26,328200,197800,53.009,-6.087,1946,1959
